temp,from,to,count
2,battery park,little italy,13
2,yorkville,mott haven,4
2,yorkville,east harlem,24
2,JFK,inwood,3
2,midtown,mapleton-flatlands,1
2,park slope,borough park,2
2,harlem,upper east side,32
2,upper west side,bay ridge,2
2,chinatown,fort green,4
2,brooklyn-downtown,chelsea,1
2,greenwich village,central park,11
2,garment district,east brooklyn,1
2,greenwich village,brooklyn-downtown,2
2,midtown,tremont,1
2,financial district,carroll gardens,7
2,little italy,jackson height,1
2,battery park,JFK,5
2,gramercy,woodhaven-richmond hill,1
2,chelsea,upper west side,157
2,yorkville,chelsea,3
2,clinton,brooklyn-downtown,1
2,midtown,spuyten duyvil,2
2,midtown,LGA,220
2,morningside heights,upper west side,66
2,JFK,dyker heights,4
2,garment district,upper west side,162
2,lower east side,carnegie hill,1
2,greewood,carroll gardens,2
2,chelsea,central park,13
2,LGA,battery park,13
2,east village,boerum hill,3
2,gramercy,upper east side,321
2,murray hill,morningside heights,1
2,upper east side,south bronx,6
2,gramercy,greewood,3
2,midtown,forest hills,11
2,little italy,brooklyn-downtown,1
2,morningside heights,hamilton heights,13
2,financial district,park slope,10
2,astoria-long island city,financial district,2
2,astoria-long island city,murray hill,2
2,JFK,carnegie hill,3
2,LGA,inwood,4
2,upper east side,woodside,7
2,gramercy,canarsie,1
2,upper west side,upper west side,1618
2,murray hill,park slope,2
2,morningside heights,chelsea,6
2,JFK,south bronx,3
2,clinton,hamilton heights,3
2,brooklyn-downtown,carroll gardens,4
2,north sutton area,midtown,100
2,sunny side,JFK,1
2,garment district,east village,129
2,LGA,clinton,46
2,tribeca,cobble hill,2
2,carroll gardens,soho,1
2,brooklyn-downtown,clinton,1
2,financial district,greenwich village,68
2,west village,lower east side,42
2,chelsea,morningside heights,5
2,east harlem,east harlem,27
2,carroll gardens,chelsea,1
2,financial district,forest hills,1
2,murray hill,forest hills,3
2,astoria-long island city,woodhaven-richmond hill,1
2,LGA,east harlem,4
2,upper east side,jackson height,6
2,lower east side,mapleton-flatlands,1
2,gramercy,park slope,9
2,jamaica,midtown,3
2,utopia,midtown,1
2,morningside heights,clinton,9
2,brooklyn-downtown,brooklyn-downtown,7
2,upper west side,bedford-stuyvesant,2
2,woodside,clinton,1
2,upper west side,bushwick,1
2,harlem,hamilton heights,18
2,williamsburg,williamsburg,21
2,murray hill,chelsea,98
2,garment district,west village,66
2,cobble hill,JFK,1
2,chelsea,carroll gardens,7
2,carnegie hill,LGA,5
2,financial district,JFK,19
2,chelsea,mariners harbor,1
2,morningside heights,mott haven,1
2,sunny side,jackson height,1
2,soho,cobble hill,3
2,financial district,greewood,1
2,astoria-long island city,williamsburg,2
2,JFK,bedford park,2
2,little italy,washington heights,1
2,JFK,springfield gardens,21
2,lower east side,canarsie,1
2,upper east side,maspeth,2
2,murray hill,JFK,40
2,LGA,throggs neck,1
2,clinton,greenwich village,78
2,JFK,brownsville,6
2,midtown,north sutton area,105
2,upper west side,city island,1
2,upper east side,chinatown,6
2,battery park,gramercy,37
2,tribeca,astoria-long island city,1
2,north sutton area,clinton,7
2,LGA,greenwich village,30
2,LGA,sunny side,18
2,north sutton area,north sutton area,5
2,astoria-long island city,astoria-long island city,70
2,upper west side,mott haven,5
2,park slope,bedford-stuyvesant,1
2,upper east side,morris heights,1
2,central park,chelsea,22
2,east village,morningside heights,2
2,soho,midtown,108
2,midtown,central park,192
2,upper east side,morningside heights,34
2,little italy,park slope,6
2,chelsea,fort green,13
2,garment district,bushwick,3
2,battery park,borough park,1
2,LGA,upper west side,102
2,chelsea,tribeca,83
2,morningside heights,greenwich village,2
2,gramercy,tremont,1
2,carroll gardens,bay ridge,2
2,lower east side,LGA,4
2,upper west side,carroll gardens,1
2,clinton,jackson height,3
2,morningside heights,garment district,4
2,greenwich village,dyker heights,1
2,inwood,inwood,2
2,financial district,soundview,1
2,battery park,brooklyn-downtown,3
2,chinatown,upper west side,3
2,murray hill,woodhaven-richmond hill,1
2,harlem,maspeth,1
2,LGA,jamaica,7
2,financial district,upper east side,66
2,clinton,financial district,36
2,LGA,borough park,3
2,east village,mapleton-flatlands,1
2,JFK,utopia,3
2,yorkville,little italy,1
2,morningside heights,midtown,14
2,financial district,central park,8
2,greenwich village,LGA,24
2,chinatown,tribeca,6
2,LGA,wakefield-williamsbridge,4
2,upper west side,spuyten duyvil,3
2,east harlem,north sutton area,1
2,upper east side,middle village,4
2,midtown,astoria-long island city,43
2,clinton,williams bridge,1
2,upper west side,garment district,124
2,lower east side,garment district,39
2,brooklyn-downtown,greenwich village,3
2,upper east side,sunny side,45
2,midtown,queens village,1
2,upper east side,brooklyn-downtown,4
2,boerum hill,east village,2
2,financial district,LGA,27
2,midtown,chinatown,22
2,clinton,east harlem,2
2,JFK,tribeca,6
2,upper west side,harlem,117
2,williamsburg,east village,4
2,clinton,bay ridge,2
2,midtown,boerum hill,3
2,fort green,brooklyn-downtown,5
2,south bronx,morris heights,1
2,LGA,bushwick,7
2,LGA,kings bridge,3
2,midtown,williams bridge,1
2,battery park,lower east side,24
2,financial district,borough park,3
2,upper west side,east harlem,62
2,corona,financial district,1
2,east village,central park,4
2,lower east side,boerum hill,3
2,midtown,borough park,1
2,garment district,tribeca,31
2,financial district,harlem,2
2,east harlem,murray hill,1
2,financial district,canarsie,1
2,chinatown,boerum hill,2
2,garment district,little neck,1
2,west village,clinton,58
2,gramercy,morningside heights,7
2,tribeca,LGA,7
2,east village,midtown,104
2,midtown,murray hill,430
2,murray hill,boerum hill,1
2,garment district,gramercy,326
2,clinton,carnegie hill,6
2,tribeca,north sutton area,1
2,east harlem,chelsea,2
2,jamaica,jamaica,6
2,battery park,fort green,4
2,chinatown,little italy,6
2,greenwich village,upper west side,43
2,chelsea,upper east side,141
2,murray hill,gravesend-sheepshead bay,2
2,east village,north sutton area,16
2,lower east side,bay ridge,1
2,east harlem,midtown,3
2,morningside heights,harlem,16
2,upper west side,lower east side,17
2,murray hill,greenwich village,100
2,tribeca,upper west side,10
2,central park,north sutton area,3
2,upper west side,tribeca,21
2,upper east side,east harlem,110
2,gramercy,soundview,3
2,lower east side,upper east side,29
2,williamsburg,park slope,1
2,east village,carnegie hill,1
2,woodside,woodside,2
2,greenwich village,financial district,58
2,gramercy,throggs neck,1
2,gramercy,LGA,57
2,LGA,Auburndale,12
2,upper east side,williamsburg,17
2,gramercy,inwood,1
2,tribeca,canarsie,1
2,brooklyn-downtown,garment district,2
2,clinton,parkchester,1
2,washington heights,inwood,5
2,williamsburg,greenwich village,1
2,soho,fort green,12
2,north sutton area,carnegie hill,7
2,LGA,cobble hill,2
2,garment district,williamsburg,8
2,garment district,clinton,207
2,lower east side,south bronx,3
2,gramercy,garment district,373
2,JFK,glendale,4
2,tribeca,fort green,10
2,east harlem,garment district,3
2,JFK,greewood,1
2,financial district,jamaica,2
2,JFK,woodside,8
2,central park,central park,37
2,battery park,chinatown,5
2,yorkville,morningside heights,6
2,LGA,JFK,22
2,garment district,washington heights,6
2,murray hill,yorkville,17
2,fort green,flatbush,1
2,jackson height,jackson height,5
2,east harlem,fordham,1
2,upper west side,fort green,4
2,tribeca,gramercy,50
2,lower east side,murray hill,26
2,battery park,boerum hill,1
2,lower east side,morningside heights,2
2,yorkville,JFK,2
2,lower east side,east village,118
2,LGA,harlem,24
2,upper west side,east village,41
2,LGA,park slope,16
2,murray hill,bensonhurst,1
2,JFK,murray hill,43
2,williamsburg,bedford-stuyvesant,3
2,carroll gardens,bedford-stuyvesant,1
2,garment district,mott haven,1
2,north sutton area,upper west side,22
2,tribeca,financial district,68
2,greenwich village,bedford-stuyvesant,7
2,murray hill,kwq gardens,2
2,north sutton area,lower east side,15
2,east harlem,LGA,1
2,gravesend-sheepshead bay,gravesend-sheepshead bay,1
2,LGA,bay ridge,3
2,yorkville,gravesend-sheepshead bay,1
2,financial district,bedford-stuyvesant,6
2,upper west side,north sutton area,17
2,bedford-stuyvesant,midtown,1
2,greenwich village,greewood,1
2,soho,morningside heights,1
2,sunny side,yorkville,2
2,north sutton area,sunny side,5
2,jamaica,upper east side,2
2,midtown,jackson height,19
2,east harlem,greenwich village,1
2,clinton,fort green,5
2,east village,financial district,44
2,central park,high bridge,3
2,garment district,park slope,8
2,JFK,annandale,1
2,financial district,financial district,119
2,brooklyn-downtown,borough park,2
2,greenwich village,borough park,1
2,chelsea,bay ridge,1
2,lower east side,park slope,5
2,LGA,kwq gardens,6
2,clinton,greewood,1
2,cobble hill,midtown,2
2,greenwich village,greenwich village,260
2,JFK,canarsie,14
2,yorkville,gramercy,19
2,chelsea,carnegie hill,4
2,murray hill,financial district,48
2,central park,greenwich village,9
2,west village,inwood,1
2,harlem,inwood,1
2,north sutton area,greewood,1
2,north sutton area,upper east side,119
2,east harlem,central park,1
2,tribeca,borough park,1
2,north sutton area,soho,4
2,chinatown,clinton,3
2,lower east side,midtown,59
2,fort green,east brooklyn,1
2,upper east side,park slope,7
2,chelsea,brooklyn-downtown,7
2,JFK,country club,4
2,chelsea,little italy,47
2,garment district,boerum hill,4
2,east village,greewood,1
2,utopia,upper west side,1
2,park slope,soho,1
2,murray hill,brownsville,1
2,williamsburg,soho,2
2,east village,gramercy,222
2,soho,soho,61
2,soho,yorkville,1
2,corona,upper east side,1
2,LGA,forest hills,10
2,chinatown,lower east side,8
2,chelsea,lower east side,109
2,little italy,lower east side,21
2,lower east side,gramercy,68
2,garment district,garment district,171
2,gramercy,battery park,31
2,boerum hill,boerum hill,3
2,utopia,jamaica,1
2,garment district,bay ridge,2
2,clinton,washington heights,7
2,financial district,jackson height,2
2,LGA,midtown,271
2,JFK,sunny side,10
2,LGA,university heights,2
2,midtown,kings bridge,2
2,carnegie hill,soho,1
2,maspeth,jackson height,1
2,bedford-stuyvesant,brownsville,2
2,fort green,JFK,1
2,LGA,tribeca,17
2,astoria-long island city,kwq gardens,4
2,battery park,tribeca,54
2,central park,harlem,22
2,brooklyn-downtown,bay ridge,1
2,yorkville,murray hill,3
2,central park,astoria-long island city,2
2,east village,bushwick,3
2,yorkville,lower east side,6
2,east village,sunny side,4
2,clinton,east village,41
2,soho,upper east side,36
2,financial district,morningside heights,2
2,midtown,yorkville,56
2,greenwich village,sunny side,5
2,soho,sunset park,1
2,financial district,astoria-long island city,5
2,garment district,greenwich village,121
2,midtown,mott haven,3
2,midtown,brownsville,1
2,soho,JFK,6
2,astoria-long island city,sunny side,5
2,midtown,bedford park,1
2,east village,yorkville,8
2,woodside,lower east side,1
2,upper east side,cobble hill,2
2,battery park,west village,49
2,battery park,upper east side,24
2,upper east side,gramercy,355
2,east village,east brooklyn,1
2,harlem,kings bridge,1
2,upper east side,JFK,39
2,LGA,woodside,11
2,garment district,financial district,57
2,astoria-long island city,upper west side,3
2,gramercy,maspeth,3
2,chelsea,williamsburg,14
2,williamsburg,midtown,1
2,fort green,upper west side,1
2,carnegie hill,morningside heights,7
2,upper east side,east village,135
2,gramercy,williamsburg,26
2,lower east side,tribeca,23
2,upper west side,jackson height,1
2,east village,washington heights,2
2,morningside heights,spuyten duyvil,1
2,gramercy,bedford-stuyvesant,5
2,midtown,upper east side,1337
2,carnegie hill,greenwich village,4
2,soho,chinatown,10
2,garment district,flushing,1
2,upper east side,university heights,1
2,central park,battery park,5
2,carroll gardens,carnegie hill,1
2,brooklyn-downtown,soho,2
2,mott haven,mott haven,3
2,murray hill,harlem,13
2,kwq gardens,kwq gardens,3
2,gramercy,upper west side,127
2,bay ridge,bay ridge,1
2,midtown,chelsea,495
2,carnegie hill,bedford park,1
2,upper west side,washington heights,64
2,battery park,north sutton area,1
2,murray hill,riverdale,1
2,upper west side,cobble hill,1
2,midtown,wakefield-williamsbridge,1
2,lower east side,central park,3
2,upper west side,sunny side,4
2,tribeca,west village,52
2,brooklyn-downtown,murray hill,3
2,murray hill,west village,58
2,JFK,north sutton area,4
2,hamilton heights,murray hill,1
2,clinton,lower east side,20
2,upper west side,sunset park,1
2,greenwich village,JFK,10
2,LGA,boerum hill,4
2,chinatown,bedford-stuyvesant,2
2,LGA,glendale,1
2,murray hill,williamsburg,7
2,lower east side,bensonhurst,1
2,upper west side,park slope,2
2,yorkville,midtown,33
2,LGA,bedford-stuyvesant,20
2,carroll gardens,sunset park,1
2,upper east side,kwq gardens,4
2,midtown,inwood,1
2,morningside heights,north sutton area,1
2,chinatown,west village,2
2,clinton,astoria-long island city,4
2,battery park,midtown,69
2,upper west side,little italy,5
2,LGA,spuyten duyvil,2
2,chinatown,upper east side,5
2,greenwich village,lower east side,109
2,clinton,inwood,1
2,central park,lower east side,6
2,chelsea,woodhaven-richmond hill,1
2,upper east side,garment district,271
2,chinatown,JFK,1
2,hunts point,hunts point,5
2,central park,yorkville,6
2,yorkville,east village,4
2,hamilton heights,JFK,2
2,harlem,midtown,6
2,maspeth,astoria-long island city,1
2,greenwich village,park slope,6
2,murray hill,south bronx,1
2,JFK,forest hills,17
2,brooklyn-downtown,fort green,8
2,greenwich village,washington heights,3
2,midtown,harlem,54
2,chelsea,park slope,5
2,borough park,brooklyn-downtown,1
2,north sutton area,little neck,1
2,clinton,bedford-stuyvesant,2
2,carroll gardens,borough park,1
2,midtown,williamsburg,29
2,upper east side,lower east side,73
2,tribeca,brooklyn-downtown,3
2,west village,park slope,4
2,upper west side,astoria-long island city,12
2,jamaica,morris park,1
2,greenwich village,carnegie hill,3
2,clinton,cobble hill,1
2,east village,little italy,40
2,carroll gardens,brooklyn-downtown,4
2,east harlem,upper west side,19
2,greenwich village,bushwick,7
2,LGA,south beach,1
2,JFK,queensboro hill,1
2,upper east side,glendale,1
2,upper east side,battery park,17
2,financial district,fort green,20
2,gramercy,dyker heights,1
2,murray hill,fort green,6
2,astoria-long island city,yorkville,1
2,riverdale,riverdale,1
2,upper east side,flushing,5
2,lower east side,greenwich village,86
2,JFK,financial district,20
2,park slope,carroll gardens,1
2,north sutton area,garment district,24
2,tribeca,morningside heights,2
2,hamilton heights,washington heights,3
2,west village,cobble hill,1
2,lower east side,JFK,11
2,central park,washington heights,2
2,upper east side,bedford-stuyvesant,4
2,chelsea,LGA,33
2,woodside,maspeth,1
2,soho,battery park,32
2,lower east side,astoria-long island city,1
2,clinton,garment district,177
2,chelsea,mapleton-flatlands,2
2,financial district,upper west side,15
2,east village,clearview,1
2,west village,morningside heights,1
2,JFK,east village,22
2,tribeca,JFK,10
2,yorkville,north sutton area,6
2,carnegie hill,financial district,1
2,LGA,carroll gardens,12
2,hamilton heights,morningside heights,9
2,washington heights,washington heights,14
2,lower east side,west village,32
2,morningside heights,washington heights,10
2,gramercy,brooklyn-downtown,7
2,bushwick,bushwick,1
2,clinton,forest hills,1
2,LGA,LGA,24
2,murray hill,chinatown,2
2,north sutton area,yorkville,2
2,carnegie hill,astoria-long island city,1
2,lower east side,woodside,1
2,murray hill,jamaica,1
2,JFK,yorkville,8
2,financial district,gravesend-sheepshead bay,2
2,upper west side,JFK,23
2,carnegie hill,central park,13
2,battery park,central park,1
2,midtown,fort green,10
2,murray hill,sunny side,8
2,greenwich village,cobble hill,5
2,inwood,mott haven,1
2,morningside heights,upper east side,16
2,sunny side,upper east side,1
2,chelsea,hamilton heights,12
2,astoria-long island city,woodside,7
2,astoria-long island city,chelsea,1
2,financial district,little italy,24
2,upper west side,mapleton-flatlands,1
2,little italy,greenwich village,41
2,battery park,east harlem,2
2,murray hill,astoria-long island city,15
2,central park,jackson height,1
2,tribeca,tribeca,58
2,carnegie hill,little italy,1
2,midtown,JFK,136
2,battery park,LGA,14
2,upper west side,williams bridge,1
2,brooklyn-downtown,cobble hill,1
2,midtown,woodlawn-nordwood,2
2,tribeca,wakefield-williamsbridge,1
2,east harlem,carnegie hill,4
2,garment district,north sutton area,24
2,clinton,clinton,172
2,chelsea,north sutton area,11
2,east village,williamsburg,21
2,garment district,jamaica,2
2,soho,greenwich village,114
2,gramercy,soho,140
2,JFK,astoria-long island city,28
2,fort green,bedford-stuyvesant,6
2,financial district,sunny side,1
2,gramercy,financial district,103
2,greenwich village,west village,146
2,murray hill,upper east side,221
2,LGA,gravesend-sheepshead bay,1
2,murray hill,maspeth,2
2,greenwich village,kwq gardens,1
2,carnegie hill,midtown,59
2,west village,washington heights,2
2,sunny side,greenwich village,2
2,soho,north sutton area,1
2,chelsea,parkchester,1
2,harlem,upper west side,33
2,little italy,gramercy,57
2,greenwich village,upper east side,91
2,LGA,todt hill,1
2,soho,harlem,2
2,JFK,middle village,3
2,central park,west village,4
2,soho,clinton,33
2,washington heights,west village,1
2,chelsea,woodside,2
2,west village,murray hill,36
2,greenwich village,gravesend-sheepshead bay,1
2,chinatown,garment district,14
2,garment district,brownsville,1
2,williams bridge,washington heights,1
2,astoria-long island city,east harlem,1
2,east brooklyn,east brooklyn,1
2,garment district,saintalbans,1
2,JFK,gramercy,49
2,washington heights,harlem,2
2,upper east side,boerum hill,3
2,sunny side,astoria-long island city,15
2,upper east side,borough park,2
2,soho,carroll gardens,4
2,chelsea,flushing,2
2,lower east side,forest hills,1
2,battery park,carnegie hill,1
2,east village,greenwich village,155
2,garment district,jackson height,2
2,tribeca,park slope,2
2,chinatown,LGA,3
2,clinton,south bronx,1
2,yorkville,williamsburg,1
2,east harlem,upper east side,29
2,chinatown,east village,13
2,park slope,east village,1
2,brooklyn-downtown,JFK,2
2,murray hill,brooklyn-downtown,3
2,murray hill,inwood,1
2,park slope,boerum hill,2
2,gramercy,mott haven,4
2,central park,gramercy,38
2,murray hill,LGA,47
2,garment district,yorkville,11
2,murray hill,gramercy,308
2,JFK,flushing,5
2,midtown,garment district,891
2,upper east side,little italy,16
2,JFK,bushwick,8
2,upper east side,kings bridge,2
2,upper west side,riverdale,3
2,garment district,richmondtown,1
2,brooklyn-downtown,tribeca,2
2,jackson height,LGA,3
2,boerum hill,gravesend-sheepshead bay,1
2,hamilton heights,high bridge,1
2,clinton,upper east side,76
2,central park,soho,6
2,little italy,chelsea,27
2,little italy,sunny side,1
2,JFK,fort green,25
2,LGA,west village,22
2,fort green,little italy,2
2,central park,upper west side,183
2,midtown,bay ridge,5
2,clinton,brownsville,1
2,battery park,park slope,3
2,midtown,tribeca,69
2,JFK,borough park,3
2,gramercy,sunset park,2
2,yorkville,battery park,2
2,astoria-long island city,parkchester,1
2,morningside heights,flushing,1
2,east village,chelsea,117
2,park slope,lower east side,1
2,LGA,bedford park,3
2,upper east side,greenwich village,103
2,LGA,city island,1
2,greenwich village,east village,239
2,gramercy,chinatown,18
2,central park,upper east side,125
2,greenwich village,astoria-long island city,4
2,upper west side,chinatown,5
2,tribeca,washington heights,2
2,murray hill,soundview,1
2,lower east side,chinatown,11
2,JFK,harlem,11
2,upper east side,tremont,1
2,greenwich village,east harlem,2
2,upper east side,LGA,60
2,williamsburg,financial district,1
2,north sutton area,east harlem,1
2,cobble hill,carroll gardens,1
2,hamilton heights,upper west side,13
2,carroll gardens,boerum hill,4
2,east village,fort green,9
2,east harlem,lower east side,5
2,tribeca,little italy,19
2,little italy,battery park,5
2,williamsburg,fort green,11
2,forest hills,glendale,1
2,tribeca,central park,1
2,chinatown,chelsea,7
2,tribeca,greenwich village,51
2,gramercy,greenwich village,345
2,midtown,financial district,129
2,lower east side,battery park,10
2,north sutton area,chelsea,14
2,west village,tribeca,54
2,tribeca,bay ridge,1
2,yorkville,south bronx,2
2,sunny side,upper west side,2
2,sunny side,sunny side,22
2,boerum hill,carroll gardens,1
2,upper east side,chelsea,154
2,greenwich village,carroll gardens,3
2,JFK,lower east side,15
2,little italy,north sutton area,3
2,tribeca,soho,34
2,battery park,soho,25
2,lower east side,yorkville,3
2,upper east side,woodhaven-richmond hill,2
2,little italy,murray hill,16
2,garment district,bedford park,1
2,upper west side,soho,20
2,chinatown,greewood,2
2,bedford-stuyvesant,williamsburg,5
2,JFK,washington heights,14
2,clinton,woodlawn-nordwood,1
2,lower east side,brooklyn-downtown,3
2,carnegie hill,upper west side,69
2,LGA,ridgewood,3
2,garment district,midtown,843
2,greewood,williamsburg,1
2,financial district,bushwick,5
2,carnegie hill,north sutton area,3
2,cobble hill,cobble hill,3
2,astoria-long island city,jackson height,6
2,astoria-long island city,garment district,1
2,midtown,sunny side,35
2,tribeca,midtown,54
2,chelsea,east village,238
2,boerum hill,bushwick,1
2,midtown,morris park,1
2,morningside heights,east harlem,2
2,clinton,chinatown,2
2,park slope,clinton,1
2,mott haven,hamilton heights,2
2,tribeca,upper east side,22
2,financial district,mapleton-flatlands,1
2,midtown,park slope,9
2,brooklyn-downtown,bedford-stuyvesant,2
2,central park,tribeca,5
2,tribeca,corona,1
2,LGA,queens village,1
2,williamsburg,sunny side,1
2,carnegie hill,garment district,20
2,greenwich village,midtown,177
2,williams bridge,midtown,1
2,chelsea,yorkville,10
2,LGA,gramercy,79
2,JFK,greenwich village,16
2,battery park,financial district,57
2,woodside,jamaica,1
2,north sutton area,williamsburg,1
2,gramercy,north sutton area,44
2,lower east side,bedford-stuyvesant,10
2,brooklyn-downtown,LGA,2
2,carnegie hill,lower east side,1
2,west village,chelsea,198
2,fort green,williamsburg,6
2,soho,astoria-long island city,2
2,soho,garment district,70
2,lower east side,little italy,20
2,upper west side,wakefield-williamsbridge,2
2,upper west side,ridgewood,1
2,williamsburg,chinatown,1
2,little italy,upper east side,19
2,gramercy,ridgewood,1
2,gramercy,east harlem,10
2,JFK,little neck,7
2,upper west side,parkchester,1
2,upper west side,williamsburg,2
2,garment district,soho,60
2,morningside heights,central park,3
2,west village,greenwich village,128
2,fort green,tribeca,2
2,midtown,soho,134
2,tribeca,carroll gardens,3
2,central park,murray hill,11
2,boerum hill,brooklyn-downtown,2
2,clinton,middle village,1
2,east harlem,gramercy,3
2,gramercy,morris heights,1
2,brooklyn-downtown,east village,2
2,lower east side,clinton,15
2,garment district,canarsie,2
2,financial district,cobble hill,1
2,JFK,clifton,1
2,JFK,soho,12
2,upper east side,upper east side,2383
2,jamaica,gramercy,2
2,boerum hill,greenwich village,2
2,boerum hill,fort green,6
2,east village,clinton,23
2,sunny side,williamsburg,1
2,inwood,washington heights,1
2,upper east side,forest hills,6
2,upper west side,upper east side,559
2,east village,springfield gardens,1
2,east harlem,morningside heights,9
2,tribeca,soundview,1
2,washington heights,midtown,1
2,north sutton area,east village,28
2,JFK,bensonhurst,4
2,north sutton area,west village,9
2,carnegie hill,east village,3
2,east village,queensboro hill,1
2,JFK,hamilton heights,2
2,JFK,clinton,35
2,harlem,central park,5
2,financial district,chelsea,83
2,soho,williamsburg,22
2,midtown,woodside,5
2,carnegie hill,yorkville,22
2,morningside heights,lower east side,2
2,greenwich village,clinton,60
2,east village,astoria-long island city,2
2,hamilton heights,bedford park,1
2,financial district,washington heights,6
2,west village,upper west side,51
2,financial district,brooklyn-downtown,5
2,LGA,jackson height,13
2,clinton,murray hill,58
2,battery park,clinton,31
2,midtown,south bronx,2
2,LGA,garment district,38
2,north sutton area,washington heights,1
2,chelsea,battery park,59
2,JFK,bedford-stuyvesant,22
2,financial district,chinatown,30
2,little italy,central park,3
2,soho,sunny side,3
2,JFK,bay ridge,6
2,chinatown,murray hill,3
2,gramercy,harlem,17
2,midtown,west village,198
2,garment district,central park,46
2,chinatown,park slope,1
2,west village,williamsburg,4
2,williamsburg,chelsea,1
2,upper east side,bay ridge,3
2,chelsea,bedford-stuyvesant,2
2,midtown,kwq gardens,1
2,west village,upper east side,38
2,clinton,soho,22
2,tribeca,east village,51
2,midtown,springfield gardens,2
2,garment district,carnegie hill,17
2,north sutton area,fort green,1
2,JFK,little italy,2
2,little italy,midtown,55
2,JFK,kwq gardens,8
2,upper west side,hamilton heights,64
2,lower east side,east harlem,3
2,midtown,carnegie hill,103
2,LGA,flushing,10
2,upper west side,central park,101
2,little italy,chinatown,4
2,north sutton area,astoria-long island city,3
2,west village,carnegie hill,2
2,yorkville,forest hills,1
2,LGA,murray hill,40
2,bedford-stuyvesant,brooklyn-downtown,1
2,financial district,west village,66
2,north sutton area,jackson height,1
2,east village,garment district,90
2,battery park,astoria-long island city,1
2,murray hill,midtown,342
2,JFK,morningside heights,11
2,greenwich village,murray hill,84
2,midtown,cobble hill,2
2,east village,east village,149
2,LGA,morris heights,2
2,yorkville,hamilton heights,1
2,jamaica,clinton,1
2,west village,sunny side,1
2,east harlem,morris heights,1
2,LGA,yorkville,13
2,east village,upper west side,30
2,morningside heights,carnegie hill,4
2,financial district,tremont,1
2,yorkville,washington heights,5
2,central park,hamilton heights,2
