YR--MODAHRMN,MAX,MIN,PCP01,SD
201507111200,***,***,0,**
201507111251,***,***,0,**
201507111351,86,74,0,**
201507111451,86,74,*****,**
201507111500,***,***,0,**
201507111551,***,***,0,**
201507111651,***,***,0,**
201507111751,***,***,*****,**
201507111800,***,***,0,**
201507111851,***,***,0,**
201507111951,85,77,0,**
201507112051,86,70,*****,**
201507112100,***,***,0,**
201507112151,***,***,0,**
201507112251,***,***,0,**
201507112351,***,***,*****,**
201507120000,***,***,0,**
201507120051,86,70,0,**
201507120151,86,***,*****,0
201507120251,77,72,0,**
201507120300,77,70,*****,**
201507120351,***,***,0,**
201507120451,***,***,0,**
201507120459,***,***,0,**
201507120551,***,***,*****,**
201507120600,***,***,*****,**
201507120651,***,***,0,**
201507120751,***,***,0,**
201507120851,79,71,0,**
201507120900,86,71,*****,**
201507120944,***,***,0,**
201507120951,***,***,0,**
201507121051,***,***,0,**
201507121151,***,***,*****,**
201507121200,***,***,0,**
201507121251,***,***,0,**
201507121351,86,79,0,**
201507121451,86,77,*****,**
201507121500,***,***,0,**
201507121551,***,***,0,**
201507121651,***,***,0,**
201507121751,***,***,*****,**
201507121800,***,***,0,**
201507121851,***,***,0,**
201507121951,86,78,0,**
201507122051,86,71,*****,**
201507122100,***,***,0,**
201507122151,***,***,0,**
201507122251,***,***,0,**
201507122351,***,***,*****,**
201507130000,***,***,0,**
201507130051,86,71,0,**
201507130151,86,***,*****,0
201507130251,79,73,0,**
201507130300,79,71,*****,**
201507130351,***,***,0,**
201507130451,***,***,0,**
201507130459,***,***,0,**
201507130551,***,***,*****,**
201507130600,***,***,0,**
201507130651,***,***,0,**
201507130751,76,72,0,**
201507130851,86,72,*****,**
201507130900,***,***,0,**
201507130951,***,***,0,**
201507131051,***,***,0,**
201507131151,***,***,*****,**
201507131200,***,***,0,**
201507131251,***,***,0,**
201507131351,83,76,0,**
201507131451,83,76,*****,**
201507131500,***,***,0,**
201507131551,***,***,0,**
201507131651,***,***,0,**
201507131751,***,***,*****,**
201507131800,***,***,0,**
201507131851,***,***,0,**
201507131951,84,76,0,**
201507132051,84,72,*****,**
201507132100,***,***,0,**
201507132151,***,***,0,**
201507132251,***,***,0,**
201507132351,***,***,*****,**
201507140000,***,***,0,**
201507140051,84,72,0,**
201507140151,84,***,*****,0
201507140251,76,73,0,**
201507140300,76,72,*****,**
201507140351,***,***,0,**
201507140451,***,***,0,**
201507140459,***,***,0,**
201507140551,***,***,*****,**
201507140600,***,***,0,**
201507140651,***,***,0,**
201507140751,77,73,0,**
201507140851,84,73,*****,**
201507140900,***,***,0,**
201507140951,***,***,0,**
201507141051,***,***,0,T**
201507141151,***,***,*****,T**
201507141200,***,***,0,**
201507141251,***,***,0,**
201507141351,***,***,0,**
201507141451,***,***,0.03,**
201507141500,***,***,*****,**
201507141551,***,***,0.03,**
201507141615,***,***,0.02,**
201507141618,80,76,0.03,**
201507141625,80,76,*****,**
201507141649,***,***,0.02,**
201507141651,***,***,0.06,**
201507141741,***,***,0.02,**
201507141751,***,***,0.01,**
201507141800,***,***,0,**
201507141847,***,***,0,**
201507141851,***,***,*****,**
201507141901,***,***,0,**
201507141951,***,***,0,**
201507142021,***,***,0,**
201507142051,***,***,0,**
201507142100,***,***,*****,**
201507142111,79,76,0,**
201507142147,80,73,*****,**
201507142151,***,***,0,**
201507142251,***,***,0,**
201507142344,***,***,0,**
201507142351,***,***,*****,**
201507150000,***,***,0,**
201507150051,***,***,*****,**
201507150151,80,73,0,**
201507150251,80,***,*****,0
201507150300,***,***,*****,**
201507150351,78,75,0,**
201507150449,78,73,*****,**
201507150451,***,***,0,**
201507150459,***,***,0,**
201507150549,***,***,0,**
201507150551,***,***,*****,**
201507150600,***,***,*****,**
201507150651,***,***,0,**
201507150751,***,***,*****,**
201507150851,***,***,*****,**
201507150900,***,***,0,**
201507150945,***,***,*****,**
201507150951,76,73,0,**
201507151009,80,73,*****,**
201507151049,***,***,*****,**
201507151051,***,***,0,**
201507151143,***,***,*****,**
201507151151,***,***,*****,**
201507151200,***,***,0,**
201507151249,***,***,0,T**
201507151251,***,***,*****,T**
201507151305,***,***,0,**
201507151349,***,***,0.02,**
201507151351,***,***,0.02,**
201507151451,***,***,0.01,**
201507151500,***,***,0.01,**
201507151539,***,***,0.01,**
201507151551,80,74,0.01,**
201507151635,80,74,*****,**
201507151651,***,***,0,**
201507151718,***,***,0,**
201507151739,***,***,0,T**
201507151751,***,***,*****,T**
201507151800,***,***,0,**
201507151851,***,***,0,**
201507151951,82,74,0,**
201507152051,82,73,*****,**
201507152100,***,***,0,**
201507152151,***,***,0,**
201507152251,***,***,0,**
201507152351,***,***,*****,**
201507160000,***,***,0,**
201507160051,82,73,0,**
201507160151,82,***,*****,0
201507160251,78,73,0,**
201507160300,78,73,*****,**
201507160351,***,***,0,**
201507160451,***,***,0,**
201507160459,***,***,0,**
201507160551,***,***,*****,**
201507160600,***,***,0,**
201507160651,***,***,0,**
201507160751,73,66,0,**
201507160851,82,66,*****,**
201507160900,***,***,0,**
201507160951,***,***,0,**
201507161051,***,***,0,**
201507161151,***,***,*****,**
201507161200,***,***,0,**
201507161251,***,***,0,**
201507161351,79,68,0,**
201507161451,79,68,*****,**
201507161500,***,***,0,**
201507161551,***,***,0,**
201507161651,***,***,0,**
201507161751,***,***,*****,**
201507161800,***,***,0,**
201507161851,***,***,0,**
201507161951,79,72,0,**
201507162051,79,66,*****,**
201507162100,***,***,0,**
201507162151,***,***,0,**
201507162251,***,***,0,**
201507162351,***,***,*****,**
201507170000,***,***,0,**
201507170051,79,66,0,**
201507170151,79,***,*****,0
201507170251,72,67,0,**
201507170300,73,66,*****,**
201507170351,***,***,0,**
201507170451,***,***,0,**
201507170459,***,***,0,**
201507170551,***,***,*****,**
201507170600,***,***,0,**
201507170651,***,***,0,**
201507170751,72,67,0,**
201507170851,79,67,*****,**
201507170900,***,***,0,**
201507170951,***,***,0,**
201507171051,***,***,0,**
201507171151,***,***,*****,**
201507171200,***,***,0,**
201507171251,***,***,0,**
201507171351,79,72,0,**
201507171451,79,72,*****,**
201507171500,***,***,0,**
201507171551,***,***,0,**
201507171651,***,***,0,**
201507171751,***,***,*****,**
201507171800,***,***,0,**
201507171851,***,***,0,**
201507171951,80,73,0,**
201507172051,80,67,*****,**
201507172100,***,***,0,**
201507172151,***,***,0,**
201507172251,***,***,0,**
201507172351,***,***,*****,**
201507180000,***,***,0,**
201507180051,80,67,0,**
201507180151,80,***,*****,0
201507180251,74,73,0,**
201507180300,74,67,*****,**
201507180351,***,***,0,**
201507180451,***,***,0,**
201507180459,***,***,0,**
201507180551,***,***,*****,**
201507180600,***,***,0,**
201507180651,***,***,0,**
201507180751,75,73,0,**
201507180851,80,73,*****,**
201507180900,***,***,0,**
201507180951,***,***,*****,**
201507181051,***,***,0,**
201507181151,***,***,0.02,**
201507181200,***,***,0,**
201507181251,***,***,*****,**
201507181309,***,***,0,**
201507181342,***,***,*****,**
201507181351,***,***,0,**
201507181451,81,73,0,**
201507181500,81,73,*****,**
201507181551,***,***,0,**
201507181639,***,***,*****,**
201507181651,***,***,0,**
201507181751,***,***,0,**
201507181800,***,***,*****,**
201507181851,***,***,0,**
201507181906,***,***,0,**
201507181951,83,77,0,**
201507182051,83,73,*****,**
201507182100,***,***,0,**
201507182151,***,***,0,**
201507182251,***,***,0,**
201507182351,***,***,*****,**
201507190000,***,***,0,**
201507190051,83,73,0,**
201507190151,83,***,*****,0
201507190251,77,75,0,**
201507190300,77,73,*****,**
201507190351,***,***,0,**
201507190451,***,***,0,**
201507190459,***,***,0,**
201507190551,***,***,*****,**
201507190600,***,***,0,**
201507190651,***,***,0,**
201507190751,78,75,0,**
201507190851,83,75,*****,**
201507190900,***,***,0,**
201507190951,***,***,0,**
201507191051,***,***,0,**
201507191151,***,***,*****,**
201507191200,***,***,*****,**
201507191251,***,***,0,**
201507191351,***,***,0,**
201507191451,89,78,0,**
201507191500,89,77,*****,**
201507191501,***,***,0,**
201507191551,***,***,0,**
201507191651,***,***,0,**
201507191751,***,***,*****,**
201507191800,***,***,0,**
201507191851,***,***,0,**
201507191951,89,80,0,**
201507192051,89,75,*****,**
201507192100,***,***,0,**
201507192151,***,***,0,**
201507192251,***,***,0,**
201507192351,***,***,*****,**
201507200000,***,***,0,**
201507200051,89,75,0,**
201507200151,89,***,*****,0
201507200251,82,79,0,**
201507200300,82,75,*****,**
201507200351,***,***,0,**
201507200451,***,***,0,**
201507200459,***,***,0,**
201507200551,***,***,*****,**
201507200600,***,***,0,**
201507200651,***,***,0,**
201507200751,87,79,0,**
201507200851,89,79,*****,**
201507200900,***,***,0,**
201507200951,***,***,0,**
201507201051,***,***,0,**
201507201151,***,***,*****,**
201507201200,***,***,0,**
201507201251,***,***,0,**
201507201351,94,87,0,**
201507201451,94,80,*****,**
201507201500,***,***,0,**
201507201551,***,***,0,**
201507201651,***,***,0,**
201507201751,***,***,*****,**
201507201800,***,***,0,**
201507201851,***,***,0,**
201507201951,95,82,0,**
201507202051,95,79,*****,**
201507202100,***,***,0,**
201507202151,***,***,0,**
201507202251,***,***,0,**
201507202351,***,***,*****,**
201507210000,***,***,0,**
201507210051,95,79,0,**
201507210151,95,***,*****,0
201507210251,89,80,0,**
201507210300,89,79,*****,**
201507210351,***,***,0,**
201507210451,***,***,0,**
201507210459,***,***,0,**
201507210551,***,***,*****,**
201507210600,***,***,0,**
201507210651,***,***,0,**
201507210751,83,79,0,**
201507210851,95,79,*****,**
201507210900,***,***,0,**
201507210951,***,***,0,**
201507211051,***,***,0,**
201507211151,***,***,*****,**
201507211200,***,***,0,**
201507211251,***,***,0,**
201507211351,89,83,0,**
201507211451,89,82,*****,**
201507211500,***,***,0,**
201507211551,***,***,0,**
201507211651,***,***,0,**
201507211751,***,***,*****,**
201507211800,***,***,0,**
201507211851,***,***,0,**
201507211951,89,79,0,**
201507212051,89,79,*****,**
201507212100,***,***,0,**
201507212151,***,***,0,**
201507212251,***,***,0,T**
201507212351,***,***,*****,**
201507220000,***,***,0,**
201507220051,89,77,0,**
201507220151,89,***,*****,0
201507220251,82,75,0,**
201507220300,83,75,*****,**
201507220351,***,***,0,**
201507220451,***,***,0,**
201507220459,***,***,0,**
201507220551,***,***,*****,**
201507220600,***,***,0,**
201507220651,***,***,0,**
201507220751,75,72,0,**
201507220851,89,72,*****,**
201507220900,***,***,0,**
201507220951,***,***,0,**
201507221051,***,***,0,**
201507221151,***,***,*****,**
201507221200,***,***,0,**
201507221251,***,***,0,**
201507221351,87,75,0,**
201507221451,87,75,*****,**
201507221500,***,***,0,**
201507221551,***,***,0,**
201507221651,***,***,0,**
201507221751,***,***,*****,**
201507221800,***,***,0,**
201507221851,***,***,0,**
201507221951,89,82,0,**
201507222051,89,72,*****,**
201507222100,***,***,0,**
201507222151,***,***,0,**
201507222251,***,***,0,**
201507222351,***,***,*****,**
201507230000,***,***,0,**
201507230051,89,72,0,**
201507230151,89,***,*****,0
201507230251,82,75,0,**
201507230300,82,72,*****,**
201507230351,***,***,0,**
201507230451,***,***,0,**
201507230459,***,***,0,**
201507230551,***,***,*****,**
201507230600,***,***,0,**
201507230651,***,***,0,**
201507230751,76,70,0,**
201507230851,89,70,*****,**
201507230900,***,***,0,**
201507230951,***,***,0,**
201507231051,***,***,0,**
201507231151,***,***,*****,**
201507231200,***,***,0,**
201507231251,***,***,0,**
201507231351,87,75,0,**
201507231451,87,75,*****,**
201507231500,***,***,0,**
201507231551,***,***,0,**
201507231651,***,***,0,**
201507231751,***,***,*****,**
201507231800,***,***,*****,**
201507231851,***,***,0,**
201507231951,***,***,0,**
201507232051,88,76,0,**
201507232100,88,70,*****,**
201507232114,***,***,0,**
201507232151,***,***,0,**
201507232251,***,***,0,**
201507232351,***,***,*****,**
201507240000,***,***,0,**
201507240051,88,70,0,**
201507240151,88,***,*****,0
201507240251,81,75,0,**
201507240300,81,70,*****,**
201507240351,***,***,0,**
201507240451,***,***,0,**
201507240459,***,***,0,**
201507240551,***,***,*****,**
201507240600,***,***,0,**
201507240651,***,***,0,**
201507240751,76,68,0,**
201507240851,88,68,*****,**
201507240900,***,***,0,**
201507240951,***,***,0,**
201507241051,***,***,0,**
201507241151,***,***,*****,**
201507241200,***,***,0,**
201507241251,***,***,0,**
201507241351,87,76,0,**
201507241451,87,76,*****,**
201507241500,***,***,0,**
201507241551,***,***,0,**
201507241651,***,***,0,**
201507241751,***,***,*****,**
201507241800,***,***,0,**
201507241851,***,***,0,**
201507241951,85,76,0,**
201507242051,87,68,*****,**
201507242100,***,***,0,**
201507242151,***,***,0,**
201507242251,***,***,0,**
201507242351,***,***,*****,**
201507250000,***,***,0,**
201507250051,87,68,0,**
201507250151,87,***,*****,0
201507250251,77,72,0,**
201507250300,77,68,*****,**
201507250351,***,***,0,**
201507250451,***,***,0,**
201507250459,***,***,0,**
201507250551,***,***,*****,**
201507250600,***,***,0,**
201507250651,***,***,0,**
201507250751,77,70,0,**
201507250851,87,70,*****,**
201507250900,***,***,0,**
201507250951,***,***,0,**
201507251051,***,***,0,**
201507251151,***,***,*****,**
201507251200,***,***,0,**
201507251251,***,***,0,**
201507251351,84,77,0,**
201507251451,84,76,*****,**
201507251500,***,***,0,**
201507251551,***,***,0,**
201507251651,***,***,0,**
201507251751,***,***,*****,**
201507251800,***,***,0,**
201507251851,***,***,0,**
201507251951,84,77,0,**
201507252051,84,70,*****,**
201507252100,***,***,0,**
201507252151,***,***,0,**
201507252251,***,***,0,**
201507252351,***,***,*****,**
201507260000,***,***,0,**
201507260051,84,70,0,**
201507260151,84,***,*****,0
201507260251,77,75,0,**
201507260300,77,70,*****,**
201507260351,***,***,0,**
201507260451,***,***,0,**
201507260459,***,***,0,**
201507260551,***,***,*****,**
201507260600,***,***,0,**
201507260651,***,***,0,**
201507260751,76,71,0,**
201507260851,84,71,*****,**
201507260900,***,***,0,**
201507260951,***,***,0,**
201507261051,***,***,0,**
201507261151,***,***,*****,**
201507261200,***,***,0,**
201507261251,***,***,0,**
201507261351,87,76,0,**
201507261451,87,76,*****,**
201507261500,***,***,0,**
201507261551,***,***,0,**
201507261651,***,***,0,**
201507261751,***,***,*****,**
201507261800,***,***,0,**
201507261851,***,***,0,**
201507261951,87,78,0,**
201507262051,87,71,*****,**
201507262100,***,***,0,**
201507262151,***,***,0,**
201507262251,***,***,0,T**
201507262351,***,***,*****,T**
201507270000,***,***,0,**
201507270051,87,71,0,**
201507270151,87,***,*****,0
201507270251,78,***,0,**
201507270300,78,71,*****,**
201507270351,***,***,0,**
201507270451,***,***,0,**
201507270459,***,***,0,T**
201507270551,***,***,*****,**
201507270600,***,***,0,**
201507270651,***,***,0,**
201507270751,76,75,0,**
201507270851,87,75,*****,**
201507270900,***,***,0,**
201507270951,***,***,0,**
201507271051,***,***,0,**
201507271151,***,***,*****,**
201507271200,***,***,0,**
201507271251,***,***,0,**
201507271351,83,75,0,**
201507271451,83,75,*****,**
201507271500,***,***,0,**
201507271551,***,***,0,**
201507271651,***,***,0,**
201507271751,***,***,*****,**
201507271800,***,***,0,**
201507271851,***,***,0,**
201507271951,85,78,0,**
201507272051,85,75,*****,**
201507272100,***,***,0,**
201507272151,***,***,0,**
201507272251,***,***,0,**
201507272351,***,***,*****,**
201507280000,***,***,0,**
201507280051,85,75,0,**
201507280151,85,***,*****,0
201507280251,78,75,0,**
201507280300,78,75,*****,**
201507280351,***,***,0,**
201507280451,***,***,0,**
201507280459,***,***,0,**
201507280551,***,***,*****,**
201507280600,***,***,0,**
201507280651,***,***,0,**
201507280751,77,73,0,**
201507280851,85,73,*****,**
201507280900,***,***,0,**
201507280951,***,***,0,**
201507281051,***,***,0,**
201507281151,***,***,*****,**
201507281200,***,***,0,**
201507281251,***,***,0,**
201507281351,89,77,0,**
201507281451,89,77,*****,**
201507281500,***,***,0,**
201507281551,***,***,0,**
201507281651,***,***,0,**
201507281751,***,***,*****,**
201507281800,***,***,0,**
201507281851,***,***,0,**
201507281951,89,80,0,**
201507282051,89,73,*****,**
201507282100,***,***,0,**
201507282151,***,***,0,**
201507282251,***,***,0,**
201507282351,***,***,*****,**
201507290000,***,***,0,**
201507290051,89,73,0,**
201507290151,89,***,*****,0
201507290251,82,77,0,**
201507290300,82,73,*****,**
201507290351,***,***,0,**
201507290451,***,***,0,**
201507290459,***,***,0,**
201507290551,***,***,*****,**
201507290600,***,***,0,**
201507290651,***,***,0,**
201507290751,86,74,0,**
201507290851,89,74,*****,**
201507290900,***,***,0,**
201507290951,***,***,0,**
201507291051,***,***,0,**
201507291151,***,***,*****,**
201507291200,***,***,0,**
201507291251,***,***,0,**
201507291351,95,86,0,**
201507291451,95,80,*****,**
201507291500,***,***,0,**
201507291551,***,***,0,**
201507291651,***,***,0,**
201507291751,***,***,*****,**
201507291800,***,***,0,**
201507291851,***,***,0,**
201507291951,92,81,0,**
201507292051,95,74,*****,**
201507292100,***,***,0,**
201507292151,***,***,0,**
201507292251,***,***,0,**
201507292351,***,***,*****,**
201507300000,***,***,0,**
201507300051,95,74,0,**
201507300151,95,***,*****,0
201507300251,83,78,0,**
201507300300,86,74,*****,**
201507300351,***,***,0,**
201507300451,***,***,0,**
201507300459,***,***,0,**
201507300551,***,***,*****,**
201507300600,***,***,0,**
201507300651,***,***,0,**
201507300751,79,76,0,**
201507300851,95,76,*****,**
201507300900,***,***,0.02,**
201507300951,***,***,0.02,**
201507301051,***,***,0.32,**
201507301151,***,***,0.32,**
201507301200,***,***,0.41,**
201507301251,***,***,0.02,**
201507301300,***,***,*****,**
201507301322,***,***,0,**
201507301342,***,***,*****,**
201507301351,***,***,0,**
201507301401,***,***,0.02,**
201507301449,85,76,0,**
201507301451,85,76,*****,**
201507301500,***,***,0.02,**
201507301551,***,***,0,**
201507301651,***,***,0,**
201507301751,***,***,*****,**
201507301800,***,***,0,**
201507301851,***,***,0,**
201507301947,***,***,*****,**
201507301951,***,***,0.12,**
201507302021,***,***,0.5,**
201507302049,***,***,0.5,**
201507302051,***,***,*****,**
201507302100,***,***,0,**
201507302111,84,77,0,**
201507302148,85,76,*****,**
201507302151,***,***,0,**
201507302210,***,***,0,**
201507302251,***,***,0,**
201507302351,***,***,*****,**
201507310000,***,***,0,**
201507310051,85,76,0,**
201507310151,85,***,*****,0
201507310251,77,76,0,**
201507310300,79,76,*****,**
201507310351,***,***,0,**
201507310451,***,***,0,**
201507310459,***,***,0,**
201507310551,***,***,*****,**
201507310600,***,***,0,**
201507310651,***,***,0,**
201507310751,79,73,0,**
201507310851,85,73,*****,**
201507310900,***,***,0,**
201507310951,***,***,0,**
201507311051,***,***,0,**
201507311151,***,***,*****,**
201507311200,***,***,0,**
201507311251,***,***,0,**
201507311351,93,79,0,**
201507311451,93,77,*****,**
201507311500,***,***,0,**
201507311551,***,***,0,**
201507311651,***,***,0,**
201507311751,***,***,*****,**
201507311800,***,***,0,**
201507311851,***,***,0,**
201507311951,93,84,0,**
201507312051,93,79,*****,**
201507312100,***,***,0,**
201507312151,***,***,0,**
201507312251,***,***,0,**
201507312351,***,***,*****,**
201508010000,***,***,0,**
201508010051,93,73,0,**
201508010151,93,***,*****,0
201508010251,86,75,0,**
201508010300,93,75,*****,**
201508010351,***,***,0,**
201508010451,***,***,0,**
201508010459,***,***,0,**
201508010551,***,***,*****,**
201508010600,***,***,0,**
201508010651,***,***,0,**
201508010751,78,74,0,**
201508010851,93,74,*****,**
201508010900,***,***,0,**
201508010951,***,***,0,**
201508011051,***,***,0,**
201508011151,***,***,*****,**
201508011200,***,***,0,**
201508011251,***,***,0,**
201508011351,89,78,0,**
201508011451,89,78,*****,**
201508011500,***,***,0,**
201508011551,***,***,0,**
201508011651,***,***,0,**
201508011751,***,***,*****,**
201508011800,***,***,0,**
201508011851,***,***,0,**
201508011951,91,86,0,**
201508012051,91,74,*****,**
201508012100,***,***,0,**
201508012151,***,***,0,**
201508012251,***,***,0,**
201508012351,***,***,*****,**
201508020000,***,***,0,**
201508020051,91,74,0,**
201508020151,91,***,*****,0
201508020251,86,77,0,**
201508020300,86,74,*****,**
201508020351,***,***,0,**
201508020451,***,***,0,**
201508020459,***,***,0,**
201508020551,***,***,*****,**
201508020600,***,***,0,**
201508020651,***,***,0,**
201508020751,78,70,0,**
201508020851,91,70,*****,**
201508020900,***,***,0,**
201508020951,***,***,0,**
201508021051,***,***,0,**
201508021151,***,***,*****,**
201508021200,***,***,0,**
201508021251,***,***,0,**
201508021351,87,78,0,**
201508021451,87,78,*****,**
201508021500,***,***,0,**
201508021551,***,***,0,**
201508021651,***,***,0,**
201508021751,***,***,*****,**
201508021800,***,***,0,**
201508021851,***,***,0,**
201508021951,87,80,0,**
201508022051,87,70,*****,**
201508022100,***,***,0,**
201508022151,***,***,0,**
201508022251,***,***,0,**
201508022351,***,***,*****,**
201508030000,***,***,0,**
201508030051,87,70,0,**
201508030151,87,***,*****,0
201508030251,80,75,0,**
201508030300,80,70,*****,**
201508030351,***,***,0,**
201508030451,***,***,0,**
201508030459,***,***,0,**
201508030551,***,***,*****,**
201508030600,***,***,0,**
201508030651,***,***,0,**
201508030751,77,71,0,**
201508030851,87,71,*****,**
201508030900,***,***,0,**
201508030951,***,***,0,**
201508031051,***,***,0,**
201508031151,***,***,*****,**
201508031200,***,***,0,**
201508031251,***,***,0,**
201508031351,88,76,0,**
201508031451,88,76,*****,**
201508031500,***,***,0,**
201508031551,***,***,0,**
201508031651,***,***,0,**
201508031751,***,***,*****,**
201508031800,***,***,0,**
201508031851,***,***,0,**
201508031951,89,79,0,**
201508032051,89,71,*****,**
201508032100,***,***,0,**
201508032151,***,***,0,**
201508032251,***,***,0,**
201508032351,***,***,*****,**
201508040000,***,***,0,**
201508040051,89,71,0,**
201508040151,89,***,*****,0
201508040251,81,76,0,**
201508040300,81,71,*****,**
201508040351,***,***,0,**
201508040451,***,***,0,**
201508040459,***,***,*****,**
201508040551,***,***,0.01,**
201508040600,***,***,0.01,**
201508040651,***,***,*****,**
201508040751,***,***,0,**
201508040813,***,***,0,**
201508040829,***,***,0,**
201508040851,78,70,0,**
201508040900,89,70,*****,**
201508040909,***,***,0,**
201508040951,***,***,0,**
201508041051,***,***,0,**
201508041151,***,***,*****,**
201508041200,***,***,0,**
201508041251,***,***,0,**
201508041351,90,74,0,**
201508041451,90,74,*****,**
201508041500,***,***,0,**
201508041551,***,***,0,**
201508041651,***,***,0,**
201508041751,***,***,*****,**
201508041800,***,***,0,**
201508041851,***,***,0,**
201508041951,92,87,0,**
201508042051,92,70,*****,**
201508042100,***,***,0,**
201508042151,***,***,0,**
201508042251,***,***,0,**
201508042351,***,***,*****,**
201508050000,***,***,0,**
201508050051,92,70,0,**
201508050151,92,***,*****,0
201508050251,87,77,0,**
201508050300,87,70,*****,**
201508050351,***,***,0,**
201508050451,***,***,0,**
201508050459,***,***,0,**
201508050551,***,***,*****,**
201508050600,***,***,0,**
201508050651,***,***,0,**
201508050751,79,71,0,**
201508050851,92,71,*****,**
201508050900,***,***,0,**
201508050951,***,***,0,**
201508051051,***,***,0,**
201508051151,***,***,*****,**
201508051200,***,***,0,**
201508051251,***,***,0,**
201508051351,89,79,0,**
201508051451,89,79,*****,**
201508051500,***,***,0,**
201508051551,***,***,0,**
201508051651,***,***,0,**
201508051751,***,***,*****,**
201508051800,***,***,0,**
201508051851,***,***,*****,**
201508051951,***,***,0,**
201508052051,91,83,0,**
201508052100,91,71,*****,**
201508052151,***,***,0,**
201508052244,***,***,0,**
201508052251,***,***,0,**
201508052351,***,***,*****,**
201508060000,***,***,0,**
201508060051,91,71,0,**
201508060151,91,***,*****,0
201508060251,83,74,0,**
201508060300,83,71,*****,**
201508060351,***,***,0,**
201508060451,***,***,0,**
201508060459,***,***,0,**
201508060551,***,***,*****,**
201508060600,***,***,0,**
201508060651,***,***,0,**
201508060751,75,69,0,**
201508060851,91,69,*****,**
201508060900,***,***,0,**
201508060951,***,***,0,**
201508061051,***,***,0,**
201508061151,***,***,*****,**
201508061200,***,***,0,**
201508061251,***,***,0,**
201508061351,84,74,0,**
201508061451,84,74,*****,**
201508061500,***,***,0,**
201508061551,***,***,0,**
201508061651,***,***,0,**
201508061751,***,***,*****,**
201508061800,***,***,0,**
201508061851,***,***,0,**
201508061951,86,75,0,**
201508062051,86,69,*****,**
201508062100,***,***,0,**
201508062151,***,***,0,**
201508062251,***,***,0,**
201508062351,***,***,*****,**
201508070000,***,***,0,**
201508070051,86,69,0,**
201508070151,86,***,*****,0
201508070251,76,73,0,**
201508070300,76,69,*****,**
201508070351,***,***,0,**
201508070451,***,***,0,**
201508070459,***,***,0,**
201508070551,***,***,*****,**
201508070600,***,***,0,**
201508070651,***,***,0,**
201508070751,74,69,0,**
201508070851,86,69,*****,**
201508070900,***,***,0,**
201508070951,***,***,0,**
201508071051,***,***,0,**
201508071151,***,***,*****,**
201508071200,***,***,0,**
201508071251,***,***,0,**
201508071351,86,73,0,**
201508071451,86,73,*****,**
201508071500,***,***,*****,**
201508071551,***,***,0,**
201508071651,***,***,0,**
201508071751,***,***,0,**
201508071800,***,***,*****,**
201508071824,***,***,0,**
201508071851,***,***,0,**
201508071951,84,76,0,**
201508072051,86,69,*****,**
201508072100,***,***,0,**
201508072151,***,***,0,**
201508072251,***,***,0,**
201508072351,***,***,*****,**
201508080000,***,***,0,**
201508080051,86,69,0,**
201508080151,86,***,*****,0
201508080251,76,70,0,**
201508080300,76,69,*****,**
201508080351,***,***,0,**
201508080451,***,***,0,**
201508080459,***,***,0,**
201508080551,***,***,*****,**
201508080600,***,***,0,**
201508080651,***,***,0,**
201508080751,73,67,0,**
201508080851,86,67,*****,**
201508080900,***,***,0,**
201508080951,***,***,0,**
201508081051,***,***,0,**
201508081151,***,***,*****,**
201508081200,***,***,0,**
201508081251,***,***,0,**
201508081351,83,73,0,**
201508081451,83,73,*****,**
201508081500,***,***,0,**
201508081551,***,***,0,**
201508081651,***,***,0,**
201508081751,***,***,*****,**
201508081800,***,***,0,**
201508081851,***,***,0,**
201508081951,83,75,0,**
201508082051,83,67,*****,**
201508082100,***,***,0,**
201508082151,***,***,0,**
201508082251,***,***,0,**
201508082351,***,***,*****,**
201508090000,***,***,0,**
201508090051,83,67,0,**
201508090151,83,***,*****,0
201508090251,75,69,0,**
201508090300,75,67,*****,**
201508090351,***,***,0,**
201508090451,***,***,0,**
201508090459,***,***,0,**
201508090551,***,***,*****,**
201508090600,***,***,0,**
201508090651,***,***,0,**
201508090751,74,66,0,**
201508090851,83,66,*****,**
201508090900,***,***,0,**
201508090951,***,***,0,**
201508091051,***,***,0,**
201508091151,***,***,*****,**
201508091200,***,***,0,**
201508091251,***,***,0,**
201508091351,86,74,0,**
201508091451,86,74,*****,**
201508091500,***,***,0,**
201508091551,***,***,*****,**
201508091651,***,***,0,**
201508091751,***,***,0,**
201508091800,***,***,*****,**
201508091851,***,***,0,**
201508091924,***,***,0,**
201508091951,87,74,0,**
201508092051,87,66,*****,**
201508092100,***,***,0,**
201508092151,***,***,0,**
201508092251,***,***,0,**
201508092351,***,***,*****,**
201508100000,***,***,0,**
201508100051,87,66,0,**
201508100151,87,***,*****,0
201508100251,74,71,0,**
201508100300,74,66,*****,**
201508100351,***,***,0,**
201508100451,***,***,0,**
201508100459,***,***,0,**
201508100551,***,***,*****,**
201508100600,***,***,0,**
201508100651,***,***,0,**
201508100751,74,68,0,**
201508100851,87,68,*****,**
201508100900,***,***,0,**
201508100951,***,***,0,**
201508101051,***,***,0,**
201508101151,***,***,*****,**
201508101200,***,***,0,**
201508101251,***,***,0,**
201508101351,81,74,0,**
201508101451,81,74,*****,**
201508101500,***,***,0,**
201508101551,***,***,0,**
201508101651,***,***,0,**
201508101751,***,***,*****,**
201508101800,***,***,0,**
