YR--MODAHRMN,MAX,MIN,PCP01,SD
201508101851,***,***,0,**
201508101951,81,75,0,**
201508102051,81,68,*****,**
201508102100,***,***,0,**
201508102151,***,***,0,**
201508102251,***,***,0,**
201508102351,***,***,*****,**
201508110000,***,***,0,**
201508110051,81,68,0,**
201508110151,81,***,*****,0
201508110251,76,75,0,**
201508110300,76,68,*****,**
201508110351,***,***,0,**
201508110451,***,***,0,**
201508110459,***,***,0.01,**
201508110551,***,***,*****,**
201508110600,***,***,0.01,**
201508110651,***,***,0.02,**
201508110751,***,***,*****,**
201508110851,***,***,0.19,**
201508110900,***,***,0.06,**
201508110937,***,***,0.16,**
201508110951,***,***,0.57,**
201508111049,76,72,0.61,**
201508111051,81,72,*****,**
201508111104,***,***,0.24,**
201508111112,***,***,0.24,**
201508111144,***,***,0.03,**
201508111151,***,***,0.03,**
201508111200,***,***,0.02,**
201508111228,***,***,*****,**
201508111251,***,***,0.01,**
201508111351,***,***,0,**
201508111432,***,***,0,**
201508111451,***,***,*****,**
201508111500,77,72,0,**
201508111551,77,72,*****,**
201508111621,***,***,0,**
201508111651,***,***,*****,**
201508111749,***,***,0,**
201508111751,***,***,0,**
201508111800,***,***,*****,**
201508111851,***,***,0,**
201508111913,***,***,0,**
201508111951,81,75,0,**
201508112051,81,72,*****,**
201508112100,***,***,0,**
201508112151,***,***,0,**
201508112251,***,***,0,**
201508112351,***,***,*****,**
201508120000,***,***,0,**
201508120051,81,72,0,**
201508120151,81,***,*****,0
201508120251,79,75,0,**
201508120300,79,72,*****,**
201508120351,***,***,0,**
201508120451,***,***,0,**
201508120459,***,***,0,**
201508120551,***,***,*****,**
201508120600,***,***,0,**
201508120651,***,***,0,**
201508120751,76,73,0,**
201508120851,81,73,*****,**
201508120900,***,***,0,**
201508120951,***,***,0,**
201508121051,***,***,0,**
201508121151,***,***,*****,**
201508121200,***,***,0,**
201508121251,***,***,0,**
201508121351,87,75,0,**
201508121451,87,75,*****,**
201508121500,***,***,0,**
201508121551,***,***,0,**
201508121651,***,***,0,**
201508121751,***,***,*****,**
201508121800,***,***,0,**
201508121851,***,***,0,**
201508121951,88,***,0,**
201508122051,88,73,*****,**
201508122100,***,***,0,**
201508122151,***,***,0,**
201508122251,***,***,0,**
201508122351,***,***,*****,**
201508130000,***,***,0,**
201508130051,88,73,0,**
201508130151,88,***,*****,0
201508130251,82,73,0,**
201508130300,82,73,*****,**
201508130351,***,***,0,**
201508130451,***,***,0,**
201508130459,***,***,0,**
201508130551,***,***,*****,**
201508130600,***,***,0,**
201508130651,***,***,0,**
201508130751,73,69,0,**
201508130851,88,69,*****,**
201508130900,***,***,0,**
201508130951,***,***,0,**
201508131051,***,***,0,**
201508131151,***,***,*****,**
201508131200,***,***,0,**
201508131251,***,***,0,**
201508131351,83,73,0,**
201508131451,83,73,*****,**
201508131500,***,***,0,**
201508131551,***,***,0,**
201508131651,***,***,0,**
201508131751,***,***,*****,**
201508131800,***,***,0,**
201508131851,***,***,0,**
201508131951,87,77,0,**
201508132051,87,69,*****,**
201508132100,***,***,0,**
201508132151,***,***,0,**
201508132251,***,***,0,**
201508132351,***,***,*****,**
201508140000,***,***,0,**
201508140051,87,69,0,**
201508140151,87,***,*****,0
201508140251,77,70,0,**
201508140300,77,69,*****,**
201508140351,***,***,0,**
201508140451,***,***,0,**
201508140459,***,***,0,**
201508140551,***,***,*****,**
201508140600,***,***,0,**
201508140651,***,***,0,**
201508140751,76,66,0,**
201508140851,87,66,*****,**
201508140900,***,***,0,**
201508140951,***,***,0,**
201508141051,***,***,0,**
201508141151,***,***,*****,**
201508141200,***,***,0,**
201508141251,***,***,0,**
201508141351,86,75,0,**
201508141451,86,75,*****,**
201508141500,***,***,0,**
201508141551,***,***,0,**
201508141651,***,***,0,**
201508141751,***,***,*****,**
201508141800,***,***,0,**
201508141851,***,***,0,**
201508141951,85,77,0,**
201508142051,86,66,*****,**
201508142100,***,***,0,**
201508142151,***,***,0,**
201508142251,***,***,0,**
201508142351,***,***,*****,**
201508150000,***,***,0,**
201508150051,86,66,0,**
201508150151,86,***,*****,0
201508150251,77,73,0,**
201508150300,77,66,*****,**
201508150351,***,***,0,**
201508150451,***,***,0,**
201508150459,***,***,0,**
201508150551,***,***,*****,**
201508150600,***,***,0,**
201508150651,***,***,0,**
201508150751,76,70,0,**
201508150851,86,70,*****,**
201508150900,***,***,0,**
201508150951,***,***,0,**
201508151051,***,***,0,**
201508151151,***,***,*****,**
201508151200,***,***,0,**
201508151251,***,***,0,**
201508151351,88,77,0,**
201508151451,88,77,*****,**
201508151500,***,***,0,**
201508151551,***,***,0,**
201508151651,***,***,0,**
201508151751,***,***,*****,**
201508151800,***,***,0,**
201508151851,***,***,0,**
201508151951,88,79,0,**
201508152051,88,70,*****,**
201508152100,***,***,0,**
201508152151,***,***,0,**
201508152251,***,***,0,**
201508152351,***,***,0,**
201508160000,88,70,0,**
201508160051,88,***,*****,0
201508160151,79,76,0,**
201508160251,***,***,0,**
201508160351,***,***,0,**
201508160451,***,***,0,**
201508160459,***,***,*****,**
201508160551,***,***,0,**
201508160651,***,***,0,**
201508160751,79,74,0,**
201508160851,88,74,*****,**
201508160900,***,***,0,**
201508160951,***,***,0,**
201508161051,***,***,0,**
201508161151,***,***,*****,**
201508161200,***,***,0,**
201508161251,***,***,0,**
201508161351,89,79,0,**
201508161451,89,79,*****,**
201508161500,***,***,0,**
201508161551,***,***,*****,**
201508161651,***,***,0,**
201508161751,***,***,0,**
201508161800,***,***,0,**
201508161837,***,***,0,**
201508161849,***,***,0,**
201508161851,***,***,0,T**
201508161901,***,***,*****,T**
201508161920,***,***,0,**
201508161945,***,***,0,**
201508161951,90,79,0,**
201508162051,90,74,*****,**
201508162100,***,***,0,**
201508162151,***,***,0,**
201508162251,***,***,0,**
201508162351,***,***,*****,**
201508170000,***,***,0,**
201508170051,90,74,0,**
201508170151,90,***,*****,0
201508170251,80,77,0,**
201508170300,80,74,*****,**
201508170351,***,***,0,**
201508170451,***,***,0,**
201508170459,***,***,0,**
201508170551,***,***,*****,**
201508170600,***,***,0,**
201508170651,***,***,0,**
201508170751,79,74,0,**
201508170851,90,74,*****,**
201508170900,***,***,0,**
201508170951,***,***,0,**
201508171051,***,***,0,**
201508171151,***,***,*****,**
201508171200,***,***,0,**
201508171251,***,***,0,**
201508171351,89,78,0,**
201508171451,89,78,*****,**
201508171500,***,***,0,**
201508171551,***,***,0,**
201508171651,***,***,0,**
201508171751,***,***,*****,**
201508171800,***,***,0,**
201508171851,***,***,0,**
201508171951,91,80,0,**
201508172051,91,74,*****,**
201508172100,***,***,0,**
201508172151,***,***,0,**
201508172251,***,***,0,**
201508172351,***,***,*****,**
201508180000,***,***,0,**
201508180051,91,74,0,**
201508180151,91,***,*****,0
201508180251,81,77,0,**
201508180300,81,74,*****,**
201508180351,***,***,0,**
201508180451,***,***,0,**
201508180459,***,***,0,**
201508180551,***,***,*****,**
201508180600,***,***,0,**
201508180651,***,***,0,**
201508180751,78,75,0,**
201508180851,91,75,*****,**
201508180900,***,***,0,**
201508180951,***,***,0,**
201508181051,***,***,0,**
201508181151,***,***,*****,**
201508181200,***,***,0,**
201508181251,***,***,0,**
201508181351,86,77,0,**
201508181451,86,77,*****,**
201508181500,***,***,0,**
201508181551,***,***,0,**
201508181651,***,***,0,**
201508181751,***,***,*****,**
201508181800,***,***,0,**
201508181851,***,***,0,**
201508181951,86,79,0,**
201508182051,86,75,*****,**
201508182100,***,***,0,**
201508182151,***,***,0,**
201508182251,***,***,0,**
201508182351,***,***,*****,**
201508190000,***,***,0,**
201508190051,86,75,0,**
201508190151,86,***,*****,0
201508190251,79,76,0,**
201508190300,79,75,*****,**
201508190351,***,***,*****,**
201508190451,***,***,0,**
201508190459,***,***,0,**
201508190551,***,***,0,**
201508190600,***,***,*****,**
201508190639,***,***,*****,**
201508190651,***,***,0,**
201508190751,***,***,*****,**
201508190851,***,***,0,**
201508190900,***,***,*****,**
201508190949,79,76,0,**
201508190951,86,76,*****,**
201508191045,***,***,0,**
201508191051,***,***,*****,**
201508191138,***,***,*****,**
201508191151,***,***,0,**
201508191200,***,***,0,**
201508191251,***,***,*****,**
201508191310,***,***,0,**
201508191330,***,***,0,**
201508191351,86,78,0,**
201508191451,86,78,*****,**
201508191500,***,***,0,**
201508191551,***,***,0,**
201508191651,***,***,0,**
201508191751,***,***,*****,**
201508191800,***,***,0,**
201508191851,***,***,0,**
201508191951,86,79,0,**
201508192051,86,76,*****,**
201508192100,***,***,0,**
201508192151,***,***,0,**
201508192251,***,***,0,**
201508192351,***,***,*****,**
201508200000,***,***,0,**
201508200051,86,76,0,**
201508200151,86,***,*****,0
201508200251,79,78,0,**
201508200300,79,76,*****,**
201508200351,***,***,0,**
201508200451,***,***,0,**
201508200459,***,***,0,**
201508200551,***,***,*****,**
201508200600,***,***,0,**
201508200651,***,***,0,**
201508200751,***,***,*****,**
201508200851,79,77,0,**
201508200900,86,77,*****,**
201508200951,***,***,*****,**
201508201051,***,***,0,**
201508201148,***,***,0,**
201508201151,***,***,0,**
201508201200,***,***,*****,**
201508201249,***,***,0,**
201508201251,***,***,0,**
201508201351,87,79,0,**
201508201451,87,79,*****,**
201508201500,***,***,0,**
201508201551,***,***,0,**
201508201651,***,***,0,**
201508201751,***,***,*****,**
201508201800,***,***,0,**
201508201851,***,***,0,**
201508201951,87,80,0,**
201508202051,87,77,*****,**
201508202100,***,***,0,**
201508202151,***,***,0,**
201508202251,***,***,0,**
201508202351,***,***,*****,**
201508210000,***,***,0,**
201508210051,87,77,0,**
201508210151,87,***,*****,0
201508210251,80,78,0.02,**
201508210300,80,77,*****,**
201508210351,***,***,0.04,**
201508210451,***,***,0.07,**
201508210459,***,***,0.12,**
201508210551,***,***,0.13,**
201508210600,***,***,0.06,**
201508210642,***,***,0.14,**
201508210651,***,***,0.14,**
201508210724,***,***,*****,**
201508210751,***,***,0.58,**
201508210804,***,***,*****,**
201508210811,***,***,0.98,**
201508210813,***,***,1.78,**
201508210849,***,***,1.67,**
201508210851,***,***,0.02,**
201508210900,***,***,0.01,**
201508210921,78,73,0,**
201508210942,87,73,*****,**
201508210951,***,***,*****,**
201508211045,***,***,0,**
201508211051,***,***,*****,**
201508211151,***,***,*****,**
201508211200,***,***,0,**
201508211236,***,***,0,**
201508211251,***,***,0,T**
201508211317,***,***,*****,**
201508211331,***,***,*****,**
201508211343,***,***,0,**
201508211351,***,***,*****,**
201508211451,***,***,0,**
201508211500,83,74,0,**
201508211546,83,74,*****,**
201508211551,***,***,0,**
201508211633,***,***,0,**
201508211651,***,***,0,**
201508211751,***,***,*****,**
201508211800,***,***,0,**
201508211851,***,***,0,**
201508211951,87,78,0,**
201508212051,87,73,*****,**
201508212100,***,***,0,**
201508212151,***,***,0,**
201508212251,***,***,0,T**
201508212351,***,***,*****,**
201508220000,***,***,0,**
201508220051,87,73,0,**
201508220151,87,***,*****,0
201508220251,78,74,0,**
201508220300,78,73,*****,**
201508220351,***,***,0,**
201508220451,***,***,0,**
201508220459,***,***,0,**
201508220551,***,***,*****,**
201508220600,***,***,0,**
201508220651,***,***,0,**
201508220751,74,70,0,**
201508220851,87,70,*****,**
201508220900,***,***,0,**
201508220951,***,***,0,**
201508221051,***,***,0,**
201508221151,***,***,*****,**
201508221200,***,***,0,**
201508221251,***,***,0,**
201508221351,84,72,0,**
201508221451,84,72,*****,**
201508221500,***,***,0,**
201508221551,***,***,0,**
201508221651,***,***,0,**
201508221751,***,***,*****,**
201508221800,***,***,0,**
201508221851,***,***,0,**
201508221951,86,79,0,**
201508222051,86,70,*****,**
201508222100,***,***,0,**
201508222151,***,***,0,**
201508222251,***,***,0,**
201508222351,***,***,*****,**
201508230000,***,***,0,**
201508230051,86,70,0,**
201508230151,86,***,*****,0
201508230251,79,70,0,**
201508230300,***,***,0,**
201508230351,***,***,0,**
201508230451,***,***,0,**
201508230459,***,***,*****,**
201508230551,***,***,0,**
201508230651,***,***,*****,**
201508230751,***,***,0,**
201508230851,***,***,*****,**
201508230900,73,69,0,**
201508230951,86,69,*****,**
201508231029,***,***,0,**
201508231051,***,***,*****,**
201508231140,***,***,0,**
201508231151,***,***,0,**
201508231200,***,***,*****,**
201508231251,***,***,*****,**
201508231340,***,***,0,**
201508231351,***,***,0,**
201508231451,83,73,0,**
201508231500,83,73,*****,**
201508231549,***,***,0,**
201508231551,***,***,0,**
201508231651,***,***,0,**
201508231751,***,***,*****,**
201508231800,***,***,0,**
201508231851,***,***,0,**
201508231951,82,76,0,**
201508232051,83,69,*****,**
201508232100,***,***,0,**
201508232151,***,***,0,**
201508232251,***,***,0,**
201508232351,***,***,*****,**
201508240000,***,***,0,**
201508240051,83,69,0,**
201508240151,83,***,*****,0
201508240251,77,73,0,**
201508240300,77,69,*****,**
201508240351,***,***,0,**
201508240451,***,***,0,**
201508240459,***,***,0,**
201508240551,***,***,*****,**
201508240600,***,***,0,**
201508240651,***,***,0,**
201508240751,76,71,0,**
201508240851,83,71,*****,**
201508240900,***,***,0,**
201508240951,***,***,0,**
201508241051,***,***,0,**
201508241151,***,***,*****,**
201508241200,***,***,0,**
201508241251,***,***,0,**
201508241351,84,76,0,**
201508241451,84,76,*****,**
201508241500,***,***,0,**
201508241551,***,***,0,**
201508241651,***,***,0,**
201508241751,***,***,*****,**
201508241800,***,***,0,**
201508241851,***,***,0,**
201508241951,84,78,0,**
201508242051,84,71,*****,**
201508242100,***,***,0,**
201508242151,***,***,0,**
201508242251,***,***,0,**
201508242351,***,***,*****,**
201508250000,***,***,0,**
201508250051,84,71,0,**
201508250151,84,***,*****,0
201508250251,78,75,0,**
201508250300,78,71,*****,**
201508250351,***,***,0,**
201508250451,***,***,0,**
201508250459,***,***,0,**
201508250551,***,***,*****,**
201508250600,***,***,0.01,**
201508250651,***,***,0,**
201508250751,78,76,0,**
201508250851,84,75,*****,**
201508250900,***,***,0,**
201508250951,***,***,0,**
201508251051,***,***,0,**
201508251151,***,***,*****,**
201508251200,***,***,0,**
201508251251,***,***,0,**
201508251351,85,77,0,**
201508251451,85,77,*****,**
201508251500,***,***,0,**
201508251551,***,***,0,**
201508251651,***,***,0,**
201508251751,***,***,*****,**
201508251800,***,***,0,**
201508251851,***,***,0,**
201508251951,85,79,0,**
201508252051,85,76,*****,**
201508252100,***,***,*****,**
201508252151,***,***,0,**
201508252251,***,***,0,**
201508252351,***,***,0,**
201508260000,***,***,*****,**
201508260025,***,***,0,**
201508260051,85,75,0,**
201508260151,85,***,*****,0
201508260251,83,75,0,**
201508260300,83,75,*****,**
201508260351,***,***,0,**
201508260451,***,***,0,**
201508260459,***,***,0,**
201508260551,***,***,*****,**
201508260600,***,***,0,**
201508260651,***,***,0,**
201508260751,75,68,0,**
201508260851,85,68,*****,**
201508260900,***,***,0,**
201508260951,***,***,0,**
201508261051,***,***,0,**
201508261151,***,***,*****,**
201508261200,***,***,0,**
201508261251,***,***,0,**
201508261351,82,72,0,**
201508261451,82,72,*****,**
201508261500,***,***,0,**
201508261551,***,***,0,**
201508261651,***,***,0,**
201508261751,***,***,*****,**
201508261800,***,***,0,**
201508261851,***,***,0,**
201508261951,84,78,0,**
201508262051,84,68,*****,**
201508262100,***,***,0,**
201508262151,***,***,0,**
201508262251,***,***,0,**
201508262351,***,***,*****,**
201508270000,***,***,0,**
201508270051,84,68,0,**
201508270151,84,***,*****,0
201508270251,79,72,0,**
